2021-06-28 22:06:224 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 13:06:811 INFO  RegisterPage :70 - enter the last namebalboasending text to lastname field[[ChromeDriver: chrome on WINDOWS (fa809209b7ccc3ce39b1aca526fb683c)] -> xpath: //input[@id='LastName']]
2021-06-29 13:06:972 INFO  RegisterPage :75 - enter the emailrocky@gmail.comsending text to firstname field[[ChromeDriver: chrome on WINDOWS (fa809209b7ccc3ce39b1aca526fb683c)] -> xpath: //input[@id='Email']]
2021-06-29 13:06:134 INFO  RegisterPage :80 - enter the passwordrocky1234sending text to firstname field[[ChromeDriver: chrome on WINDOWS (fa809209b7ccc3ce39b1aca526fb683c)] -> xpath: //input[@id='Password']]
2021-06-29 13:06:656 INFO  RegisterPage :85 - enter the confirm passwordrocky1234sending text to firstname field[[ChromeDriver: chrome on WINDOWS (fa809209b7ccc3ce39b1aca526fb683c)] -> xpath: //input[@id='ConfirmPassword']]
2021-06-29 13:06:84 INFO  RegisterPage :91 - click on register button[[ChromeDriver: chrome on WINDOWS (fa809209b7ccc3ce39b1aca526fb683c)] -> xpath: //button[@id='register-button']]
2021-06-29 13:06:199 INFO  RegisterPage :96 - getting text from registration messageProxy element for: DefaultElementLocator 'By.xpath: //div[@class='result']'
2021-06-29 13:06:151 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 13:06:585 INFO  HomePage :74 - click on register button[[ChromeDriver: chrome on WINDOWS (20c3dd4611b97603987b080a2710be1a)] -> xpath: //a[@class='ico-register']]
2021-06-29 13:06:822 INFO  RegisterPage :59 - clicking on Male Radio Button[[ChromeDriver: chrome on WINDOWS (20c3dd4611b97603987b080a2710be1a)] -> xpath: //input[@id='gender-male']]
2021-06-29 13:06:885 INFO  RegisterPage :65 - enter the first namerockysending text to firstname field[[ChromeDriver: chrome on WINDOWS (20c3dd4611b97603987b080a2710be1a)] -> xpath: //input[@id='FirstName']]
2021-06-29 13:06:131 INFO  RegisterPage :70 - enter the last namebalboasending text to lastname field[[ChromeDriver: chrome on WINDOWS (20c3dd4611b97603987b080a2710be1a)] -> xpath: //input[@id='LastName']]
2021-06-29 13:06:333 INFO  RegisterPage :75 - enter the emailrocky@gmail.comsending text to firstname field[[ChromeDriver: chrome on WINDOWS (20c3dd4611b97603987b080a2710be1a)] -> xpath: //input[@id='Email']]
2021-06-29 13:06:717 INFO  RegisterPage :80 - enter the passwordrocky1234sending text to firstname field[[ChromeDriver: chrome on WINDOWS (20c3dd4611b97603987b080a2710be1a)] -> xpath: //input[@id='Password']]
2021-06-29 13:06:934 INFO  RegisterPage :85 - enter the confirm passwordrocky1234sending text to firstname field[[ChromeDriver: chrome on WINDOWS (20c3dd4611b97603987b080a2710be1a)] -> xpath: //input[@id='ConfirmPassword']]
2021-06-29 13:06:881 INFO  RegisterPage :91 - click on register buttonProxy element for: DefaultElementLocator 'By.xpath: //button[@id='register-button']'
2021-06-29 13:06:915 INFO  RegisterPage :96 - getting text from registration message[[ChromeDriver: chrome on WINDOWS (20c3dd4611b97603987b080a2710be1a)] -> xpath: //div[@class='result']]
2021-06-29 14:06:716 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 14:06:838 INFO  HomePage :74 - click on register button[[ChromeDriver: chrome on WINDOWS (2747e22f007eba347b0d673fed4323e1)] -> xpath: //a[@class='ico-register']]
2021-06-29 14:06:991 INFO  RegisterPage :59 - clicking on Male Radio Button[[ChromeDriver: chrome on WINDOWS (2747e22f007eba347b0d673fed4323e1)] -> xpath: //input[@id='gender-male']]
2021-06-29 14:06:44 INFO  RegisterPage :65 - enter the first namesending text to firstname field[[ChromeDriver: chrome on WINDOWS (2747e22f007eba347b0d673fed4323e1)] -> xpath: //input[@id='FirstName']]
2021-06-29 14:06:222 INFO  RegisterPage :70 - enter the last namecarltonsending text to lastname field[[ChromeDriver: chrome on WINDOWS (2747e22f007eba347b0d673fed4323e1)] -> xpath: //input[@id='LastName']]
2021-06-29 14:06:401 INFO  RegisterPage :75 - enter the emailrak@gmail.comsending text to firstname field[[ChromeDriver: chrome on WINDOWS (2747e22f007eba347b0d673fed4323e1)] -> xpath: //input[@id='Email']]
2021-06-29 14:06:660 INFO  RegisterPage :80 - enter the passworduiu5251sending text to firstname field[[ChromeDriver: chrome on WINDOWS (2747e22f007eba347b0d673fed4323e1)] -> xpath: //input[@id='Password']]
2021-06-29 14:06:909 INFO  RegisterPage :85 - enter the confirm passworduiu5251sending text to firstname field[[ChromeDriver: chrome on WINDOWS (2747e22f007eba347b0d673fed4323e1)] -> xpath: //input[@id='ConfirmPassword']]
2021-06-29 14:06:298 INFO  RegisterPage :91 - click on register button[[ChromeDriver: chrome on WINDOWS (2747e22f007eba347b0d673fed4323e1)] -> xpath: //button[@id='register-button']]
2021-06-29 14:06:383 INFO  LoginPage :59 - Getting text from Invalid message Proxy element for: DefaultElementLocator 'By.xpath: //div[@class='message-error validation-summary-errors']'
2021-06-29 14:06:784 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 14:06:467 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-29 14:06:371 INFO  HomePage :74 - click on register button[[ChromeDriver: chrome on WINDOWS (5bdfb62461191e16f4f346137c516ac9)] -> xpath: //a[@class='ico-register']]
2021-06-29 14:06:527 INFO  RegisterPage :59 - clicking on Male Radio Button[[ChromeDriver: chrome on WINDOWS (5bdfb62461191e16f4f346137c516ac9)] -> xpath: //input[@id='gender-male']]
2021-06-29 14:06:568 INFO  RegisterPage :65 - enter the first namesending text to firstname field[[ChromeDriver: chrome on WINDOWS (5bdfb62461191e16f4f346137c516ac9)] -> xpath: //input[@id='FirstName']]
2021-06-29 14:06:772 INFO  RegisterPage :70 - enter the last namecarltonsending text to lastname field[[ChromeDriver: chrome on WINDOWS (5bdfb62461191e16f4f346137c516ac9)] -> xpath: //input[@id='LastName']]
2021-06-29 14:06:998 INFO  RegisterPage :75 - enter the emailrak@gmail.comsending text to firstname field[[ChromeDriver: chrome on WINDOWS (5bdfb62461191e16f4f346137c516ac9)] -> xpath: //input[@id='Email']]
2021-06-29 14:06:236 INFO  RegisterPage :80 - enter the passworduiu5251sending text to firstname field[[ChromeDriver: chrome on WINDOWS (5bdfb62461191e16f4f346137c516ac9)] -> xpath: //input[@id='Password']]
2021-06-29 14:06:274 INFO  RegisterPage :85 - enter the confirm passworduiu5251sending text to firstname field[[ChromeDriver: chrome on WINDOWS (5bdfb62461191e16f4f346137c516ac9)] -> xpath: //input[@id='ConfirmPassword']]
2021-06-29 14:06:627 INFO  RegisterPage :91 - click on register button[[ChromeDriver: chrome on WINDOWS (5bdfb62461191e16f4f346137c516ac9)] -> xpath: //button[@id='register-button']]
2021-06-29 14:06:665 INFO  RegisterPage :53 - getting text from emptyfield message[[ChromeDriver: chrome on WINDOWS (5bdfb62461191e16f4f346137c516ac9)] -> xpath: //span[@id='FirstName-error']]
